source,target,mor
Foxm1,Aurkb,1.0
Foxm1,Birc5,1.0
Foxm1,Bmi1,1.0
Foxm1,Brca2,1.0
Foxm1,Ccnb1,1.0
Foxm1,Ccnd1,1.0
Foxm1,Ccnd2,1.0
Foxm1,Cdc25a,1.0
Foxm1,Cdc25b,1.0
Foxm1,Cdc25c,1.0
Foxm1,Cdc6,1.0
Foxm1,Cdk1,1.0
Foxm1,Cdkn1a,1.0
Foxm1,Cdkn1b,1.0
Foxm1,Cdx2,1.0
Foxm1,Cenpa,1.0
Foxm1,Cenpb,1.0
Foxm1,Cenpf,1.0
Foxm1,Cks1b,1.0
Foxm1,Cyp7a1,1.0
Foxm1,Esr1,1.0
Foxm1,Fos,1.0
Foxm1,Foxf1,1.0
Foxm1,Itgb1,1.0
Foxm1,Lama2,1.0
Foxm1,Lama4,1.0
Foxm1,Mmp2,1.0
Foxm1,Myc,1.0
Foxm1,Onecut1,1.0
Foxm1,Pecam1,1.0
Foxm1,Plk1,1.0
Foxm1,Skp2,1.0
Foxm1,Vegfa,1.0
Foxm1,Xrcc1,1.0
Foxo1,Abcb1a,1.0
Foxo1,Abcb1b,1.0
Foxo1,Agrp,1.0
Foxo1,Angpt2,1.0
Foxo1,Bcl2l11,1.0
Foxo1,Cav1,1.0
Foxo1,Ccnb1,-1.0
Foxo1,Ccnb2,-1.0
Foxo1,Ccnd1,-1.0
Foxo1,Ccnd2,-1.0
Foxo1,Ccng2,1.0
Foxo1,Cdkn1a,1.0
Foxo1,Cdkn1b,1.0
Foxo1,Cdkn1c,1.0
Foxo1,Cdkn2b,1.0
Foxo1,Cdkn2d,1.0
Foxo1,Cnot8,1.0
Foxo1,Cnr1,-1.0
Foxo1,Daam1,1.0
Foxo1,Dapk1,1.0
Foxo1,Dusp4,-1.0
Foxo1,Eif4ebp1,1.0
Foxo1,G6pc,1.0
Foxo1,Igfbp1,1.0
Foxo1,Il1b,1.0
Foxo1,Klf2,1.0
Foxo1,Mcm5,-1.0
Foxo1,Nos3,1.0
Foxo1,Pck1,1.0
Foxo1,Pck2,1.0
Foxo1,Pdk4,1.0
Foxo1,Pparg,1.0
Foxo1,Prl,1.0
Foxo1,Rag1,1.0
Foxo1,Rps6ka3,1.0
Foxo1,Scp2,1.0
Foxo1,Selenop,1.0
Foxo1,Sell,1.0
Foxo1,Timp3,-1.0
Foxo1,Tmem47,1.0
Foxo1,Tnfsf10,1.0
Foxo1,Trim63,1.0
Foxo1,Txnip,-1.0
Foxo3,Abcb1a,1.0
Foxo3,Abcb1b,1.0
Foxo3,Ar,1.0
Foxo3,Bcl2l11,1.0
Foxo3,Bcl6,1.0
Foxo3,Bnip3l,1.0
Foxo3,Cat,1.0
Foxo3,Cblb,1.0
Foxo3,Ccnd1,-1.0
Foxo3,Ccnd2,-1.0
Foxo3,Ccng2,1.0
Foxo3,Cdkn1a,1.0
Foxo3,Cdkn2b,1.0
Foxo3,Cdkn2d,1.0
Foxo3,Cited2,1.0
Foxo3,Dusp5,1.0
Foxo3,Dusp6,1.0
Foxo3,Esr1,1.0
Foxo3,Fasl,1.0
Foxo3,Fbxo32,1.0
Foxo3,Foxo1,1.0
Foxo3,G6pc,1.0
Foxo3,Gadd45a,1.0
Foxo3,Galt,1.0
Foxo3,Hbp1,1.0
Foxo3,Id1,1.0
Foxo3,Jak1,1.0
Foxo3,Klf4,1.0
Foxo3,Nos3,1.0
Foxo3,Pik3ca,1.0
Foxo3,Pink1,1.0
Foxo3,Plau,-1.0
Foxo3,Prdx3,1.0
Foxo3,Rbl2,1.0
Foxo3,Sirt1,1.0
Foxo3,Sod2,1.0
Foxo3,Stk11,1.0
Foxo3,Tnfsf10,1.0
Foxo3,Txnip,1.0
Foxo4,Bcl2l11,1.0
Foxo4,Bcl6,1.0
Foxo4,Cdkn1a,1.0
Foxo4,Cdkn1b,1.0
Foxo4,G6pc,1.0
Foxo4,Gadd45a,1.0
Foxo4,Igfbp1,1.0
Foxo4,Pck2,1.0
Foxo4,Ppargc1a,1.0
Foxo4,Rbl2,1.0
Foxo4,Scp2,1.0
Foxo4,Sod2,1.0
Foxo4,Spry2,1.0
Foxo4,Tnfsf10,1.0
Foxp2,Cntnap2,-1.0
Foxp2,Met,-1.0
Foxp2,Plaur,1.0
Foxp2,Acot7,-1.0
Foxp2,Arhgef4,-1.0
Foxp2,Cdkn1a,-1.0
Foxp2,Dip2c,-1.0
Foxp2,Foxo3,-1.0
Foxp2,Fyn,-1.0
Foxp2,Gnas,-1.0
Foxp2,Hivep3,-1.0
Foxp2,Igf1r,-1.0
Foxp2,Klhl23,-1.0
Foxp2,Meis2,-1.0
Foxp2,Mgat1,-1.0
Foxp2,Mxi1,-1.0
Foxp2,Nectin2,-1.0
Foxp2,Neto1,-1.0
Foxp2,Nr3c1,-1.0
Foxp2,Pbx1,-1.0
Foxp2,Plekha5,-1.0
Foxp2,Ptch1,-1.0
Foxp2,Rbfox2,-1.0
Foxp2,Ripor1,-1.0
Foxp2,Rora,-1.0
Foxp2,Runx1,-1.0
Foxp2,Slc1a5,-1.0
Foxp2,Slc8a2,-1.0
Foxp2,Stat1,-1.0
Foxp2,Tcf4,-1.0
Foxp2,Tfap4,-1.0
Foxp2,Tgif1,-1.0
Foxp2,Trio,-1.0
Foxp2,Zbtb4,-1.0
Foxp2,Zfp395,-1.0
Gabpa,Brca1,1.0
Gabpa,Tomm70a,1.0
Gabpa,Cdk13,1.0
Gabpa,Aak1,1.0
Gabpa,Actb,1.0
Gabpa,Arhgef4,1.0
Gabpa,Arhgef7,1.0
Gabpa,Arpc5l,1.0
Gabpa,Aspscr1,1.0
Gabpa,Bicral,1.0
Gabpa,Cap1,1.0
Gabpa,Cbx8,1.0
Gabpa,Ccdc171,1.0
Gabpa,Dlg1,1.0
Gabpa,Dock4,1.0
Gabpa,Efr3a,1.0
Gabpa,Elovl6,1.0
Gabpa,Erbb2,1.0
Gabpa,Ercc1,1.0
Gabpa,Exoc6,1.0
Gabpa,Fryl,1.0
Gabpa,Ipo11,1.0
Gabpa,Larp4b,1.0
Gabpa,Lig4,1.0
Gabpa,Lsm4,1.0
Gabpa,Mad2l1bp,1.0
Gabpa,Mark2,1.0
Gabpa,Mbnl1,1.0
Gabpa,Med15,1.0
Gabpa,Ncoa2,1.0
Gabpa,Nek7,1.0
Gabpa,Nfib,1.0
Gabpa,Nipbl,1.0
Gabpa,Nsd3,1.0
Gabpa,Oxr1,1.0
Gabpa,Pnkp,1.0
Gabpa,Ptk2b,1.0
Gabpa,Ptpn12,1.0
Gabpa,Pttg1ip,1.0
Gabpa,Rabgef1,1.0
Gabpa,Rnf38,1.0
Gabpa,Sec31a,1.0
Gabpa,Stim2,1.0
Gabpa,Tbc1d5,1.0
Gabpa,Tcf12,1.0
Gabpa,Tm9sf3,1.0
Gabpa,Trappc10,1.0
Gabpa,Ubr4,1.0
Gabpa,Utrn,1.0
Gabpa,Vps13b,1.0
Gabpa,Vps53,1.0
Gabpa,Wdr37,1.0
Gabpa,Zfp280d,1.0
Gata1,Aggf1,1.0
Gata1,Alas2,1.0
Gata1,Ccr3,1.0
Gata1,Cops5,1.0
Gata1,Cybb,1.0
Gata1,Epo,1.0
Gata1,Gfi1b,1.0
Gata1,Gp6,1.0
Gata1,Hemgn,-1.0
Gata1,Nfe2,1.0
Gata1,Tbxa2r,1.0
Gata1,Wt1,1.0
Gata2,Ackr1,1.0
Gata2,Amotl1,1.0
Gata2,Angpt2,1.0
Gata2,Apex1,-1.0
Gata2,Ar,1.0
Gata2,Arrdc4,1.0
Gata2,AW551984,1.0
Gata2,Ccm2,-1.0
Gata2,Ccrl2,1.0
Gata2,Ctsh,1.0
Gata2,Cybb,-1.0
Gata2,Dpysl2,1.0
Gata2,Efcab2,-1.0
Gata2,Elmo1,1.0
Gata2,Epo,-1.0
Gata2,Fcer1a,1.0
Gata2,Fdps,1.0
Gata2,Foxo3,1.0
Gata2,Gata1,1.0
Gata2,Gpr146,1.0
Gata2,Gulp1,-1.0
Gata2,Hmgb1,1.0
Gata2,Htr5a,1.0
Gata2,Icam4,1.0
Gata2,Il1rl1,1.0
Gata2,Lyl1,1.0
Gata2,Ms4a2,1.0
Gata2,Myc,1.0
Gata2,Nos3,1.0
Gata2,Pecam1,1.0
Gata2,Pnpla8,-1.0
Gata2,Pparg,-1.0
Gata2,Ppp1r15a,1.0
Gata2,Psd4,1.0
Gata2,Sgk1,-1.0
Gata2,Tgfb2,-1.0
Gata2,Tnfaip8l1,1.0
Gata2,Vwa5a,1.0
Gata2,Wt1,1.0
Gata3,Abcc2,1.0
Gata3,Apba1,1.0
Gata3,Arnt2,1.0
Gata3,Atp2b1,1.0
Gata3,Atxn10,1.0
Gata3,Bcas3,1.0
Gata3,Blcap,1.0
Gata3,Bpifb1,1.0
Gata3,Cd40lg,1.0
Gata3,Cd8a,1.0
Gata3,Cd8b1,1.0
Gata3,Cdh1,1.0
Gata3,Cdx2,1.0
Gata3,Edn1,1.0
Gata3,Egfr,1.0
Gata3,Epha7,1.0
Gata3,Epo,-1.0
Gata3,Epor,1.0
Gata3,Erg,1.0
Gata3,Esr1,1.0
Gata3,Fbxo11,1.0
Gata3,Fn1,1.0
Gata3,Fndc3b,1.0
Gata3,Foxc1,-1.0
Gata3,Galnt10,1.0
Gata3,Gcnt4,1.0
Gata3,Greb1,1.0
Gata3,Grm7,1.0
Gata3,Ifng,1.0
Gata3,Il12rb2,-1.0
Gata3,Il13,1.0
Gata3,Il2ra,1.0
Gata3,Il4,1.0
Gata3,Il4ra,1.0
Gata3,Il5,1.0
Gata3,Itpk1,1.0
Gata3,Kmt2e,1.0
Gata3,Maf,1.0
Gata3,Mdm2,1.0
Gata3,Myc,1.0
Gata3,Myrip,1.0
Gata3,Ncoa3,1.0
Gata3,Neto1,1.0
Gata3,Nfkb1,1.0
Gata3,Nrcam,1.0
Gata3,Pde3a,1.0
Gata3,Pde7b,1.0
Gata3,Pparg,1.0
Gata3,Rbms1,1.0
Gata3,Rhoh,1.0
Gata3,Septin7,1.0
Gata3,Sh3kbp1,1.0
Gata3,Slc24a3,1.0
Gata3,Slco4c1,1.0
Gata3,Slit2,1.0
Gata3,Spef2,1.0
Gata3,Sst,1.0
Gata3,St8sia6,1.0
Gata3,Svil,1.0
Gata3,Tcf7l2,1.0
Gata3,Tek,1.0
Gata3,Tet2,1.0
Gata3,Tff1,1.0
Gata3,Tgfbr3,1.0
Gata3,Tlr5,1.0
Gata3,Ust,1.0
Gata3,Vapb,1.0
Gata3,Zeb1,1.0
Gata3,Zfp217,1.0
Gata3,Zfp507,1.0
Gata3,Zxdc,1.0
Gata4,Ada,1.0
Gata4,Cyp17a1,1.0
Gata4,Erbb2,-1.0
Gata4,Il5,1.0
Gata4,Nos3,1.0
Gata4,Nppa,1.0
Gata4,Cldn14,1.0
Gata4,Cldn6,1.0
Gata4,Etl4,1.0
Gata4,Flnb,1.0
Gata6,Apoa1,1.0
Gata6,Cyp17a1,1.0
Gata6,Sema6a,1.0
Gata6,Svil,1.0
Gata6,Abcc5,1.0
Gata6,Arhgap42,1.0
Gata6,Ate1,1.0
Gata6,Atp2b1,1.0
Gata6,Barx2,1.0
Gata6,Bcar3,1.0
Gata6,Bcas3,1.0
Gata6,Bhlhe40,1.0
Gata6,Bmpr1b,1.0
Gata6,Cep128,1.0
Gata6,Clic5,1.0
Gata6,Cux1,1.0
Gata6,Dlc1,1.0
Gata6,Dpysl2,1.0
Gata6,Filip1l,1.0
Gata6,Flnb,1.0
Gata6,Galnt2,1.0
Gata6,Galnt2l,1.0
Gata6,Krt18,1.0
Gata6,Krt8,1.0
Gata6,Lmcd1,1.0
Gata6,Mef2c,1.0
Gata6,Mical2,1.0
Gata6,Mid1,1.0
Gata6,Mylk,1.0
Gata6,Nr5a2,1.0
Gata6,Pcsk5,1.0
Gata6,Pde4d,1.0
Gata6,Phldb2,1.0
Gata6,Pkdcc,1.0
Gata6,Pkib,1.0
Gata6,Plcb4,1.0
Gata6,Plekha7,1.0
Gata6,Prdm16,1.0
Gata6,Ptk2b,1.0
Gata6,Rbm47,1.0
Gata6,Rgs3,1.0
Gata6,Septin9,1.0
Gata6,Sh3kbp1,1.0
Gata6,Sh3rf2,1.0
Gata6,Sipa1l2,1.0
Gata6,Slc15a2,1.0
Gata6,Sox6,1.0
Gata6,Sptb,1.0
Gata6,Stard13,1.0
Gata6,Syne1,1.0
Gata6,Syne2,1.0
Gata6,Tbc1d1,1.0
Gata6,Zfp36l1,1.0
Gfi1b,Mef2c,-1.0
Gfi1b,Ahcyl2,1.0
Gfi1b,Ambra1,1.0
Gfi1b,Aplp2,1.0
Gfi1b,Brd2,1.0
Gfi1b,Cpne5,1.0
Gfi1b,Fryl,1.0
Gfi1b,Hk1,1.0
Gfi1b,Hnrnpf,1.0
Gfi1b,Kcnn3,1.0
Gfi1b,Ksr1,1.0
Gfi1b,Ltbp4,1.0
Gfi1b,Macf1,1.0
Gfi1b,Mgat1,1.0
Gfi1b,Myh9,1.0
Gfi1b,Nav2,1.0
Gfi1b,Nedd4l,1.0
Gfi1b,Plb1,1.0
Gfi1b,Rere,1.0
Gfi1b,Sgms1,1.0
Gfi1b,Smyd3,1.0
Gfi1b,Snd1,1.0
Gfi1b,Ssh1,1.0
Gfi1b,Stat6,1.0
Gfi1b,Tmcc2,1.0
Gfi1b,Trim2,1.0
Gfi1b,Usp10,1.0
Gfi1b,Vps13d,1.0
Gli2,Bcl2,1.0
Gli2,Ccnd1,1.0
Gli2,Col5a2,1.0
Gli2,Efemp1,-1.0
Gli2,Fas,-1.0
Gli2,Foxa2,1.0
Gli2,Foxe1,1.0
Gli2,Fst,1.0
Gli2,Gli1,1.0
Gli2,Ifngr1,-1.0
Gli2,Lum,-1.0
Gli2,Pcna,1.0
Gli2,Ptch1,1.0
Gli2,Ugcg,-1.0
Gli2,Wnt2b,1.0
Grhl2,C77080,1.0
Grhl2,Lad1,1.0
Grhl2,Liph,1.0
Grhl2,Abca4,1.0
Grhl2,Ablim1,1.0
Grhl2,Adgrf1,1.0
Grhl2,Afap1,1.0
Grhl2,Alcam,1.0
Grhl2,Alk,1.0
Grhl2,Arhgap32,1.0
Grhl2,Arhgef4,1.0
Grhl2,Atp8b1,1.0
Grhl2,Calml3,1.0
Grhl2,Cast,1.0
Grhl2,Ccdc12,1.0
Grhl2,Cdcp1,1.0
Grhl2,Cdh1,1.0
Grhl2,Cldn4,1.0
Grhl2,Ctnnbip1,1.0
Grhl2,Cuedc1,1.0
Grhl2,Denn2b,1.0
Grhl2,Ehf,1.0
Grhl2,Elmsan1,1.0
Grhl2,Epb41l1,1.0
Grhl2,Esyt2,1.0
Grhl2,Etl4,1.0
Grhl2,Etv6,1.0
Grhl2,Evl,1.0
Grhl2,Exph5,1.0
Grhl2,Fat2,1.0
Grhl2,Fbln2,1.0
Grhl2,Gdpd5,1.0
Grhl2,Gramd3,1.0
Grhl2,Gsn,1.0
Grhl2,Hspb1,1.0
Grhl2,Iqsec1,1.0
Grhl2,Itgb6,1.0
Grhl2,Limch1,1.0
Grhl2,Limk2,1.0
Grhl2,Lpp,1.0
Grhl2,Macf1,1.0
Grhl2,Mal2,1.0
Grhl2,Map4k4,1.0
Grhl2,Mark2,1.0
Grhl2,Mecom,1.0
Grhl2,Mid1,1.0
Grhl2,Myo5b,1.0
Grhl2,Nceh1,1.0
Grhl2,Osbpl3,1.0
Grhl2,Pacsin2,1.0
Grhl2,Pcnx2,1.0
Grhl2,Pkp1,1.0
Grhl2,Plb1,1.0
Grhl2,Plekha7,1.0
Grhl2,Rbm47,1.0
Grhl2,Rp1,1.0
Grhl2,Scel,1.0
Grhl2,Scnn1a,1.0
Grhl2,Sgms1,1.0
Grhl2,Shank2,1.0
Grhl2,Sipa1l3,1.0
Grhl2,Slc12a8,1.0
Grhl2,Slc22a23,1.0
Grhl2,Slc35f2,1.0
Grhl2,Slc3a2,1.0
Grhl2,Slc44a3,1.0
Grhl2,Slco3a1,1.0
Grhl2,Spidr,1.0
Grhl2,Spint2,1.0
Grhl2,St14,1.0
Grhl2,Sult2b1,1.0
Grhl2,Taf1b,1.0
Grhl2,Tgfa,1.0
Grhl2,Tiam2,1.0
Grhl2,Tmc1,1.0
Grhl2,Tns3,1.0
Grhl2,Umodl1,1.0
Grhl2,Wwc1,1.0
Grhl2,Zfp608,1.0
Hbp1,Mif,-1.0
Hbp1,Ncf1,-1.0
Hbp1,Runx1,1.0
Hbp1,Aff1,-1.0
Hbp1,Arid1b,-1.0
Hbp1,Arid5b,-1.0
Hbp1,Cdk19,-1.0
Hbp1,Cited2,-1.0
Hbp1,Cln6,-1.0
Hbp1,Ehd1,-1.0
Hbp1,Elf2,-1.0
Hbp1,Ercc1,-1.0
Hbp1,Foxo3,-1.0
Hbp1,Gabarapl2,-1.0
Hbp1,Gna13,-1.0
Hbp1,Gtf2i,-1.0
Hbp1,Hectd1,-1.0
Hbp1,Herc3,-1.0
Hbp1,Jmjd1c,-1.0
Hbp1,Kank1,-1.0
Hbp1,Klhdc2,-1.0
Hbp1,Lrch1,-1.0
Hbp1,Map1lc3b,-1.0
Hbp1,Mxi1,-1.0
Hbp1,Nipbl,-1.0
Hbp1,P3h4,-1.0
Hbp1,Phpt1,-1.0
Hbp1,Pja2,-1.0
Hbp1,Ppm1a,-1.0
Hbp1,Ppm1d,-1.0
Hbp1,Rnf13,-1.0
Hbp1,Rnf38,-1.0
Hbp1,Sin3a,-1.0
Hbp1,Smarca2,-1.0
Hbp1,Sqstm1,-1.0
Hbp1,Tlk1,-1.0
Hbp1,Topors,-1.0
Hbp1,Vps26a,-1.0
Hif1a,Abca1,1.0
Hif1a,Abcb1a,1.0
Hif1a,Abcb1b,1.0
Hif1a,Abcg3,1.0
Hif1a,Adam17,1.0
Hif1a,Adipoq,1.0
Hif1a,Adm,1.0
Hif1a,Adora2b,1.0
Hif1a,Agt,1.0
Hif1a,Alas2,1.0
Hif1a,Aldoa,1.0
Hif1a,Aldoart1,1.0
Hif1a,Aldoart2,1.0
Hif1a,Angpt2,1.0
Hif1a,Ankrd37,1.0
Hif1a,Aph1a,1.0
Hif1a,Apln,1.0
Hif1a,Aqp1,1.0
Hif1a,Aurka,1.0
Hif1a,Bax,1.0
Hif1a,Bcl2l1,1.0
Hif1a,Bhlhe40,1.0
Hif1a,Bhlhe41,1.0
Hif1a,Birc5,1.0
Hif1a,Bnip3,1.0
Hif1a,Bnip3l,1.0
Hif1a,Car9,1.0
Hif1a,Ccl2,1.0
Hif1a,Ccn2,1.0
Hif1a,Ccnd1,-1.0
Hif1a,Cd36,1.0
Hif1a,Cdh13,1.0
Hif1a,Cdkn1a,1.0
Hif1a,Cdkn1b,1.0
Hif1a,Ceacam1,1.0
Hif1a,Ceacam10,1.0
Hif1a,Ceacam2,1.0
Hif1a,Cited2,1.0
Hif1a,Cox4i1,1.0
Hif1a,Cox4i2,1.0
Hif1a,Cp,1.0
Hif1a,Cxcl12,1.0
Hif1a,Cxcr4,1.0
Hif1a,Cygb,1.0
Hif1a,Ddit4,1.0
Hif1a,E2f3,1.0
Hif1a,Edn1,1.0
Hif1a,Ednrb,1.0
Hif1a,Egln1,1.0
Hif1a,Egln3,1.0
Hif1a,Eng,1.0
Hif1a,Eno1,1.0
Hif1a,Eno1b,1.0
Hif1a,Eno2,1.0
Hif1a,Epo,1.0
Hif1a,Ercc6,1.0
Hif1a,Errfi1,1.0
Hif1a,Ets1,1.0
Hif1a,Fam162a,1.0
Hif1a,Fech,1.0
Hif1a,Fgf2,1.0
Hif1a,Fhl1,1.0
Hif1a,Flt1,1.0
Hif1a,Foxm1,1.0
Hif1a,Furin,1.0
Hif1a,Gbe1,1.0
Hif1a,Gck,1.0
Hif1a,Gfpt1,1.0
Hif1a,Gpx3,1.0
Hif1a,Grin1,1.0
Hif1a,Gys1,1.0
Hif1a,Hey1,1.0
Hif1a,Hk1,1.0
Hif1a,Hk2,1.0
Hif1a,Hmgcr,1.0
Hif1a,Hmox1,1.0
Hif1a,Hsp90b1,1.0
Hif1a,Hspa1a,1.0
Hif1a,Hspa1b,1.0
Hif1a,Id2,1.0
Hif1a,Igfbp1,1.0
Hif1a,Il1b,1.0
Hif1a,Il20,1.0
Hif1a,Ilk,1.0
Hif1a,Itgb1,1.0
Hif1a,Itgb2,1.0
Hif1a,Kdm3a,1.0
Hif1a,Kdm4b,1.0
Hif1a,Kitl,1.0
Hif1a,Klk1,1.0
Hif1a,Klk1b1,1.0
Hif1a,Klk1b11,1.0
Hif1a,Klk1b16,1.0
Hif1a,Klk1b21,1.0
Hif1a,Klk1b22,1.0
Hif1a,Klk1b24,1.0
Hif1a,Klk1b26,1.0
Hif1a,Klk1b27,1.0
Hif1a,Klk1b3,1.0
Hif1a,Klk1b4,1.0
Hif1a,Klk1b5,1.0
Hif1a,Klk1b8,1.0
Hif1a,Klk1b9,1.0
Hif1a,Ldha,1.0
Hif1a,Lep,1.0
Hif1a,Lgals1,1.0
Hif1a,Lox,1.0
Hif1a,Mcl1,1.0
Hif1a,Met,1.0
Hif1a,Mif,1.0
Hif1a,Mmp14,1.0
Hif1a,Muc1,1.0
Hif1a,Muc5ac,1.0
Hif1a,Nampt,1.0
Hif1a,Nos2,1.0
Hif1a,Nos3,1.0
Hif1a,Nppb,1.0
Hif1a,Nr3c1,1.0
Hif1a,Nr4a1,1.0
Hif1a,Nr4a3,1.0
Hif1a,Nt5e,1.0
Hif1a,Ntn1,1.0
Hif1a,Ntrk1,1.0
Hif1a,Pdk3,1.0
Hif1a,Pfkfb3,1.0
Hif1a,Pfkfb4,1.0
Hif1a,Pfkl,1.0
Hif1a,Pfkp,1.0
Hif1a,Pgam1,1.0
Hif1a,Pgk1,1.0
Hif1a,Pkm,1.0
Hif1a,Pla2g4a,1.0
Hif1a,Plaur,1.0
Hif1a,Pmaip1,1.0
Hif1a,Poli,1.0
Hif1a,Ppia,1.0
Hif1a,Ppp1r10,1.0
Hif1a,Ppp1r3c,1.0
Hif1a,Ppp5c,1.0
Hif1a,Ptgs2,1.0
Hif1a,Rnf7,1.0
Hif1a,Rora,1.0
Hif1a,Serpine1,1.0
Hif1a,Slc11a1,1.0
Hif1a,Slc16a4,1.0
Hif1a,Slc2a1,1.0
Hif1a,Socs1,1.0
Hif1a,Sphk1,1.0
Hif1a,Stc2,1.0
Hif1a,Tert,1.0
Hif1a,Tff3,1.0
Hif1a,Tfrc,1.0
Hif1a,Tgfb3,1.0
Hif1a,Timp1,1.0
Hif1a,Tlr2,1.0
Hif1a,Tlr4,1.0
Hif1a,Tlr6,1.0
Hif1a,Trf,1.0
Hif1a,Trp53,1.0
Hif1a,Tubb3,1.0
Hif1a,Twist1,1.0
Hif1a,Vegfa,1.0
Hif1a,Vegfb,1.0
Hif1a,Vegfd,1.0
Hif1a,Zfp217,1.0
Hinfp,Abt1,1.0
Hinfp,Acbd5,1.0
Hinfp,Atf7ip2,1.0
Hinfp,C2cd2l,1.0
Hinfp,Ccdc9,1.0
Hinfp,Cyb5r4,1.0
Hinfp,Gpn1,1.0
Hinfp,Mpzl1,1.0
Hinfp,Mrvi1,1.0
Hinfp,Ppp1r9b,1.0
Hinfp,Reep5,1.0
Hinfp,Runx1,1.0
Hinfp,Septin9,1.0
Hinfp,Sun2,1.0
Hinfp,Tbxas1,1.0
Hinfp,Usp48,1.0
Hmbox1,Ncoa4,-1.0
Hmbox1,Pde8a,-1.0
Hmbox1,Adcy10,-1.0
Hmbox1,Ambra1,-1.0
Hmbox1,Asph,-1.0
Hmbox1,Cdkal1,-1.0
Hmbox1,Chd2,-1.0
Hmbox1,Ctbs,-1.0
Hmbox1,Cyth1,-1.0
Hmbox1,Ints6l,-1.0
Hmbox1,Kdm4c,-1.0
Hmbox1,Ksr1,-1.0
Hmbox1,Pde7a,-1.0
Hmbox1,Peak1,-1.0
Hmbox1,Phf21a,-1.0
Hmbox1,Rbm39,-1.0
Hmbox1,Rbpj,-1.0
Hmbox1,Rev3l,-1.0
Hmbox1,Rictor,-1.0
Hmbox1,Smad3,-1.0
Hmbox1,Spidr,-1.0
Hmbox1,Stk17b,-1.0
Hmbox1,Tnrc6b,-1.0
Hmbox1,Txnrd1,-1.0
Hmbox1,Vps13d,-1.0
Hmbox1,Znrf1,-1.0
Hnf1a,Alb,1.0
Hnf1a,Apoh,1.0
Hnf1a,Cdh17,1.0
Hnf1a,Crp,1.0
Hnf1a,Cyp3a11,1.0
Hnf1a,Cyp3a13,1.0
Hnf1a,Cyp3a16,1.0
Hnf1a,Cyp3a25,1.0
Hnf1a,Cyp3a41a,1.0
Hnf1a,Cyp3a41b,1.0
Hnf1a,Cyp3a44,1.0
Hnf1a,Cyp3a57,1.0
Hnf1a,Cyp3a59,1.0
Hnf1a,Cyp7a1,1.0
Hnf1a,Fgl1,1.0
Hnf1a,G6pc,1.0
Hnf1a,Hnf4a,1.0
Hnf1a,Igf1,1.0
Hnf1a,Igfbp1,1.0
Hnf1a,Ins1,1.0
Hnf1a,Ins2,1.0
Hnf1a,Mia2,1.0
Hnf1a,Mttp,1.0
Hnf1a,Pdx1,1.0
Hnf1a,Slc22a19,1.0
Hnf1a,Slc22a26,1.0
Hnf1a,Slc22a27,1.0
Hnf1a,Slc22a28,1.0
Hnf1a,Slc22a29,1.0
Hnf1a,Slc22a30,1.0
Hnf1a,Slc2a2,1.0
Hnf1a,Ugt1a1,1.0
Hnf1a,Ugt1a6a,1.0
Hnf1a,Ugt1a6b,1.0
Hnf1a,Ugt1a7c,1.0
Hnf1b,Wdr72,1.0
Hnf1b,Acsl5,1.0
Hnf1b,Adgrl2,1.0
Hnf1b,Adgrv1,1.0
Hnf1b,Afdn,1.0
Hnf1b,Anxa10,1.0
Hnf1b,Arhgap24,1.0
Hnf1b,Arhgef28,1.0
Hnf1b,Atp6ap1l,1.0
Hnf1b,B3galt5,1.0
Hnf1b,BC053393,1.0
Hnf1b,Bmpr1b,1.0
Hnf1b,Cemip2,1.0
Hnf1b,Cnksr3,1.0
Hnf1b,Ehf,1.0
Hnf1b,Eps8,1.0
Hnf1b,Fxyd2,1.0
Hnf1b,Glis3,1.0
Hnf1b,Gpr160,1.0
Hnf1b,Gpr39,1.0
Hnf1b,Gramd3,1.0
Hnf1b,Havcr1,1.0
Hnf1b,Hdac4,1.0
Hnf1b,Kcnip4,1.0
Hnf1b,Lpp,1.0
Hnf1b,Lyrm1,1.0
Hnf1b,Mal2,1.0
Hnf1b,Myo16,1.0
Hnf1b,Nrxn1,1.0
Hnf1b,Pard3,1.0
Hnf1b,Phex,1.0
Hnf1b,Plekhg3,1.0
Hnf1b,Ptp4a1,1.0
Hnf1b,Sh3kbp1,1.0
Hnf1b,Spink1,1.0
Hnf1b,Timd2,1.0
Hnf1b,Tinag,1.0
Hnf1b,Tm4sf4,1.0
Hnf1b,Tmco5,1.0
Hnf1b,Veph1,1.0
Hnf1b,Zfp438,1.0
Hnf4a,Abcc2,1.0
Hnf4a,Abcc6,1.0
Hnf4a,Abcg5,-1.0
Hnf4a,Abcg8,-1.0
Hnf4a,Acat2,1.0
Hnf4a,Acat3,1.0
Hnf4a,Acot13,1.0
Hnf4a,Adamts1,1.0
Hnf4a,Afp,1.0
Hnf4a,Aldh6a1,1.0
Hnf4a,Aldob,1.0
Hnf4a,Ank3,1.0
Hnf4a,Apoa1,1.0
Hnf4a,Apoa2,1.0
Hnf4a,Apoa4,1.0
Hnf4a,Apob,1.0
Hnf4a,Apoc3,1.0
Hnf4a,Bphl,1.0
Hnf4a,C1qtnf5,1.0
Hnf4a,C3,1.0
Hnf4a,Cdkn1a,1.0
Hnf4a,Cebpa,1.0
Hnf4a,Cldn4,1.0
Hnf4a,Cyp26a1,1.0
